loaded in time vals
Using two part PSO Sample Size:5000 with:14 moments.
Using Times:60
Bounds for Uniform Distribution (0,1)
Blind PSO --> nParts:25 Nsteps:50
Targeted PSO --> nParts:10 Nsteps:1000
sdbeta:0.1
Reading in data!
first row X0:34.33 25.79  -0.1 10.03
final row X0: 4.49 24.56  -0.1  2.87



Here?
rate:      0       0    0.06    0.61    0.16    0.11 2.53849
rate:      0    0.02    0.06    0.61    0.16    0.11 2.53699
rate:      0    0.04    0.06    0.61    0.16    0.11 2.53549
rate:    0  0.06  0.06  0.61  0.16  0.11 2.534
rate:     0   0.08   0.06   0.61   0.16   0.11 2.5325
rate:      0     0.1    0.06    0.61    0.16    0.11 2.53101
rate:      0    0.12    0.06    0.61    0.16    0.11 2.52952
rate:      0    0.14    0.06    0.61    0.16    0.11 2.52802
rate:      0    0.16    0.06    0.61    0.16    0.11 2.52653
rate:      0    0.18    0.06    0.61    0.16    0.11 2.52504
rate:      0     0.2    0.06    0.61    0.16    0.11 2.52355
rate:      0    0.22    0.06    0.61    0.16    0.11 2.52205
rate:      0    0.24    0.06    0.61    0.16    0.11 2.52056
rate:      0    0.26    0.06    0.61    0.16    0.11 2.51907
rate:      0    0.28    0.06    0.61    0.16    0.11 2.51758
rate:      0     0.3    0.06    0.61    0.16    0.11 2.51609
rate:     0   0.32   0.06   0.61   0.16   0.11 2.5146
rate:      0    0.34    0.06    0.61    0.16    0.11 2.51312
rate:      0    0.36    0.06    0.61    0.16    0.11 2.51163
rate:      0    0.38    0.06    0.61    0.16    0.11 2.51014
rate:      0     0.4    0.06    0.61    0.16    0.11 2.50865
rate:      0    0.42    0.06    0.61    0.16    0.11 2.50717
rate:      0    0.44    0.06    0.61    0.16    0.11 2.50568
rate:      0    0.46    0.06    0.61    0.16    0.11 2.50419
rate:      0    0.48    0.06    0.61    0.16    0.11 2.50271
rate:      0     0.5    0.06    0.61    0.16    0.11 2.50122
rate:      0    0.52    0.06    0.61    0.16    0.11 2.49974
rate:      0    0.54    0.06    0.61    0.16    0.11 2.49825
rate:      0    0.56    0.06    0.61    0.16    0.11 2.49677
rate:      0    0.58    0.06    0.61    0.16    0.11 2.49529
rate:     0    0.6   0.06   0.61   0.16   0.11 2.4938
rate:      0    0.62    0.06    0.61    0.16    0.11 2.49232
rate:      0    0.64    0.06    0.61    0.16    0.11 2.49084
rate:      0    0.66    0.06    0.61    0.16    0.11 2.48936
rate:      0    0.68    0.06    0.61    0.16    0.11 2.48788
rate:     0    0.7   0.06   0.61   0.16   0.11 2.4864
rate:      0    0.72    0.06    0.61    0.16    0.11 2.48492
rate:      0    0.74    0.06    0.61    0.16    0.11 2.48344
rate:      0    0.76    0.06    0.61    0.16    0.11 2.48196
rate:      0    0.78    0.06    0.61    0.16    0.11 2.48048
rate:    0   0.8  0.06  0.61  0.16  0.11 2.479
rate:      0    0.82    0.06    0.61    0.16    0.11 2.47753
rate:      0    0.84    0.06    0.61    0.16    0.11 2.47605
rate:      0    0.86    0.06    0.61    0.16    0.11 2.47457
rate:     0   0.88   0.06   0.61   0.16   0.11 2.4731
rate:      0     0.9    0.06    0.61    0.16    0.11 2.47162
rate:      0    0.92    0.06    0.61    0.16    0.11 2.47015
rate:      0    0.94    0.06    0.61    0.16    0.11 2.46867
rate:     0   0.96   0.06   0.61   0.16   0.11 2.4672
rate:      0    0.98    0.06    0.61    0.16    0.11 2.46573
rate:   0.02       0    0.06    0.61    0.16    0.11 2.52606
rate:   0.02    0.02    0.06    0.61    0.16    0.11 2.52223
rate:   0.02    0.04    0.06    0.61    0.16    0.11 2.51842
rate:  0.02   0.06   0.06   0.61   0.16   0.11 2.5146
rate:   0.02    0.08    0.06    0.61    0.16    0.11 2.51079
rate:   0.02     0.1    0.06    0.61    0.16    0.11 2.50697
rate:   0.02    0.12    0.06    0.61    0.16    0.11 2.50317
rate:   0.02    0.14    0.06    0.61    0.16    0.11 2.49936
rate:   0.02    0.16    0.06    0.61    0.16    0.11 2.49556
rate:   0.02    0.18    0.06    0.61    0.16    0.11 2.49176
rate:   0.02     0.2    0.06    0.61    0.16    0.11 2.48796
rate:   0.02    0.22    0.06    0.61    0.16    0.11 2.48417
rate:   0.02    0.24    0.06    0.61    0.16    0.11 2.48037
rate:   0.02    0.26    0.06    0.61    0.16    0.11 2.47659
rate:  0.02   0.28   0.06   0.61   0.16   0.11 2.4728
rate:   0.02     0.3    0.06    0.61    0.16    0.11 2.46902
rate:   0.02    0.32    0.06    0.61    0.16    0.11 2.46523
rate:   0.02    0.34    0.06    0.61    0.16    0.11 2.46146
rate:   0.02    0.36    0.06    0.61    0.16    0.11 2.45768
rate:   0.02    0.38    0.06    0.61    0.16    0.11 2.45391
