0.7227,0.165715,0.694122,0.358723,0.270002,0.50084,259.245
0.7227,0.165715,0.694122,0.358723,0.270002,0.50084,259.245
0.122076,0.677229,0.891399,0.0996809,0.324239,0.154565,0.593206
0.122076,0.677229,0.891399,0.0996809,0.324239,0.154565,0.593206
0.122076,0.677229,0.891399,0.0996809,0.324239,0.154565,0.593206
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.155118,0.624571,0.911522,0.473704,0.250963,0.165115,0.24612
0.18673,0.80574,0.919168,0.475106,0.437394,0.177503,0.244772
0.18673,0.80574,0.919168,0.475106,0.437394,0.177503,0.244772
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.104897,0.278487,0.912705,0.446096,0.733217,0.152361,0.228043
0.200273,0.933583,0.909939,0.401268,0.828573,0.179893,0.21622
0.142316,0.569324,0.902313,0.304583,0.451808,0.144033,0.191255
0.142316,0.569324,0.902313,0.304583,0.451808,0.144033,0.191255
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.114911,0.27346,0.944748,0.398368,0.192529,0.184178,0.182955
0.139478,0.60344,0.899601,0.322653,0.177289,0.165296,0.170918
0.139478,0.60344,0.899601,0.322653,0.177289,0.165296,0.170918
0.125812,0.406988,0.926935,0.368692,0.186355,0.176617,0.167359
0.125812,0.406988,0.926935,0.368692,0.186355,0.176617,0.167359
0.125812,0.406988,0.926935,0.368692,0.186355,0.176617,0.167359
0.130531,0.503582,0.910167,0.376985,0.398949,0.162681,0.161105
0.130531,0.503582,0.910167,0.376985,0.398949,0.162681,0.161105
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.138189,0.534439,0.910083,0.371809,0.354544,0.163975,0.156898
0.188919,0.925966,0.914262,0.416461,0.908955,0.168689,0.140058
0.188919,0.925966,0.914262,0.416461,0.908955,0.168689,0.140058
0.188919,0.925966,0.914262,0.416461,0.908955,0.168689,0.140058
0.188919,0.925966,0.914262,0.416461,0.908955,0.168689,0.140058
0.188919,0.925966,0.914262,0.416461,0.908955,0.168689,0.140058
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
0.175541,0.661681,0.945079,0.364576,0.97413,0.183052,0.130823
