0,0.407357,0.778732,0.314082,0.838389,0.129218,0.895888,479.203
1,0.906331,0.188049,0.323575,0.810681,0.169264,0.748416,182.683
2,0.400932,0.266796,0.786555,0.751268,0.1593,0.512753,119.16
3,0.215295,0.266796,0.786555,0.751268,0.1593,0.512753,118.991
4,0.200092,0.249783,0.796209,0.760772,0.173552,0.357502,118.971
5,0.183992,0.232873,0.818454,0.789844,0.181935,0.380091,118.885
6,0.166475,0.162415,0.495764,0.767272,0.191465,0.224355,65.358
7,0.166475,0.162415,0.495764,0.763112,0.201815,0.254489,65.3446
8,0.160227,0.162415,0.495764,0.763112,0.190183,0.254489,65.248
9,0.157904,0.13771,0.49485,0.789997,0.169675,0.215454,65.2362
10,0.157895,0.137747,0.486805,0.795076,0.169709,0.215429,65.1127
11,0.604507,0.395643,0.646672,0.932628,0.141093,0.46823,63.9201
12,0.604507,0.395643,0.646672,0.932628,0.141093,0.46823,63.9142
13,0.604507,0.395643,0.646672,0.932628,0.141093,0.46823,63.8946
14,0.54967,0.420194,0.625224,0.939746,0.138163,0.406873,63.8699
15,0.549385,0.420194,0.675624,0.941636,0.138165,0.423354,63.8663
16,0.549385,0.420194,0.675624,0.941636,0.138165,0.423354,0.782518
17,-nan,-nan,-nan,-nan,-nan,-nan,-4.68739e+15
18,-nan,-nan,-nan,-nan,-nan,-nan,-5.76872e+15
19,-nan,-nan,-nan,-nan,-nan,-nan,-5.78018e+15
20,-nan,-nan,-nan,-nan,-nan,-nan,-5.79299e+15
