NKG2D(),CD45(),pErk(),CD107a()
7.50182,33.1261,0.414671,14.6774
5.01412,46.9379,0.587729,11.3102
3.446,34.6373,0.433713,7.82303
6.29185,34.6217,0.433422,6.60305
17.0654,67.163,0.840632,11.0709
4.3075,93.2811,1.16819,20.2232
5.47875,11.8896,0.148754,8.17291
13.1548,32.5543,0.40731,7.87356
12.2643,11.2669,0.140716,2.79813
3.47504,56.7973,0.711248,9.42637
8.34396,55.1912,0.695332,1236.03
3.43632,24.6448,0.308574,11.8803
6.05953,61.6628,0.772104,10.4955
6.53384,78.6393,0.984729,17.7622
7.85997,25.3968,0.317835,6.48544
3.03945,28.1603,0.352644,18.1376
5.61426,41.1083,0.514685,7.54279
8.02452,41.0194,0.513504,10.3826
10.1444,52.1383,0.65268,31.8047
3.91062,31.6461,0.396256,13.267
15.6619,53.3433,0.66761,14.3272
22.8636,112.729,1.41118,28.8359
19.1272,36.1536,0.452202,10.117
1.21965,22.7445,0.284836,6.73097
14.8294,49.1565,0.615191,39.2689
9.78624,58.2065,0.728697,10.0986
7.65669,47.8066,0.598513,11.6682
11.2188,80.127,1.0032,16.0909
7.5599,34.5235,0.432151,8.38443
1.6262,13.5782,0.170013,3.44556
3.03945,19.0072,0.237959,5.0154
12.5934,23.9492,0.299563,9.26791
23.1346,26.3441,0.329202,10.522
15.2359,55.702,0.697187,19.8049
12.2255,53.161,0.665429,11.2181
4.90764,36.5572,0.457713,8.57748
19.8338,26.7225,0.33405,8.82962
3.60087,24.9238,0.312056,7.60327
4.93668,41.6869,0.521953,7.7645
3.52343,35.3161,0.442221,12.2583
6.77584,22.2897,0.27895,6.42553
12.3417,46.9483,0.587606,7.92238
12.5353,97.7372,1.22372,19.3738
4.76244,43.4882,0.544561,19.3948
5.13995,156.71,1.96258,30.4772
2.36186,33.1228,0.414773,6.03059
1.94563,7.15773,0.0895873,2.77705
5.87562,70.1339,0.878212,19.4123
11.1124,63.6071,0.796309,16.4442
2.83617,19.9086,0.249261,5.816
6.04985,49.7952,0.6235,17.7114
6.73712,28.3592,0.354988,10.6587
7.10495,28.4989,0.356724,11.0895
7.89869,64.7673,0.810926,11.713
13.4549,32.007,0.400437,7.25772
5.84658,28.5459,0.357337,5.46014
5.04316,31.9377,0.399868,12.4893
10.6865,45.0653,0.564084,9.10417
5.44003,57.3542,0.718164,10.4877
6.02081,55.1115,0.690062,11.5076
1.07445,28.982,0.362954,5.09059
13.9679,33.992,0.425288,7.7048
1.5778,32.8419,0.411295,11.529
2.96201,6.57238,0.0822222,2.17339
6.15633,26.3977,0.330431,7.5955
1.44228,36.999,0.463364,9.87534
7.92773,42.0097,0.525907,10.2567
4.37525,21.4027,0.267964,16.714
2.72969,21.515,0.269392,7.6259
5.75946,16.1451,0.202036,6.45342
5.31419,26.1836,0.327764,4.19448
3.45568,31.9918,0.400586,10.4119
14.5196,48.5734,0.607906,12.9991
5.7401,31.4367,0.393547,6.28962
19.6983,42.4558,0.531118,23.0347
3.62991,39.3864,0.493189,8.6705
0.0193595,44.3361,0.555298,9.58922
11.5092,56.7266,0.710123,14.874
1.98435,36.4933,0.457018,11.0653
12.4191,75.6772,0.947447,19.9163
5.92402,24.858,0.311154,11.8569
3.90095,118.604,1.48535,20.1493
16.2039,41.484,0.519044,7.93302
5.1206,22.7527,0.284826,11.1819
7.05655,54.013,0.676269,11.2542
9.34097,31.1703,0.390104,14.1086
6.12729,14.1613,0.177172,4.6142
1.30677,21.0861,0.264063,7.16304
11.364,28.1841,0.352653,13.0692
1.95531,55.2267,0.691644,14.6063
19.195,66.9286,0.837687,30.0888
2.08115,40.5462,0.507777,12.9148
7.45342,55.6006,0.696147,12.3898
0.0774381,42.7282,0.53515,7.22922
11.9255,38.4418,0.481084,7.49167
19.9887,198.119,2.4807,32.162
3.00073,29.7945,0.373069,5.50171
7.4631,36.1816,0.45292,7.46234
5.26579,59.9774,0.751042,15.2757
0.948617,35.7338,0.44752,6.58007
12.2255,37.3636,0.467571,7.75333
2.10051,34.3734,0.430455,8.66561
9.11834,45.0344,0.563748,8.88354
19.5241,85.4503,1.0696,17.176
2.31346,14.5839,0.182583,3.58001
5.86594,72.3769,0.906318,17.0709
4.03646,53.0643,0.664494,14.2748
10.7736,48.5785,0.608075,8.04986
3.94934,128.769,1.61266,22.2386
11.4996,84.4682,1.05756,17.3647
11.9448,13.6974,0.171185,9.59663
5.03348,14.9327,0.186882,10.217
2.36186,54.9309,0.687928,13.3493
0.706623,22.1723,0.27768,4.67341
6.34025,34.3235,0.429687,7.15658
5.13995,25.9899,0.325378,14.1048
4.8302,61.7022,0.772649,12.6949
5.43035,19.226,0.240621,3.20304
6.30153,31.9848,0.400397,7.20328
13.4355,95.1104,1.19078,15.9133
5.11092,33.6779,0.421677,19.5495
17.8495,29.8897,0.373786,8.50703
16.7363,58.2053,0.72848,18.0799
4.53981,53.3366,0.667873,9.27577
11.3447,106.237,1.33022,21.1978
13.542,74.8981,0.939756,612.39
8.28588,11.1622,0.139537,5.01243
9.56361,18.4279,0.230519,12.028
29.049,49.6948,0.621511,24.7947
18.3238,39.631,0.495782,11.6094
21.2664,40.2777,0.503783,10.4721
6.75648,37.6927,0.471871,8.329
19.3886,120.252,1.50547,21.1741
9.58297,43.2933,0.541925,9.12177
14.9843,51.9354,0.649988,14.5603
5.18835,32.6956,0.409338,8.05669
8.58595,64.0863,0.802392,15.3654
9.37969,33.7573,0.422495,7.62053
9.65073,43.0385,0.538727,7.892
1.91659,27.7235,0.347171,6.94278
14.1228,33.1577,0.414842,10.4147
10.096,22.0318,0.275613,4.51662
7.09527,27.6423,0.34598,5.17641
16.6395,71.2513,0.891877,19.0173
4.14294,43.2295,0.541302,8.8063
2.64258,31.6158,0.395893,6.44568
15.5457,37.842,0.473454,7.89885
3.12656,52.5912,0.658589,11.0537
1.10349,36.415,0.456059,9.43549
11.6932,29.7268,0.371952,9.90808
39.2321,41.8041,0.522304,8.12155
21.1212,63.6397,0.796391,15.7127
7.58894,38.0264,0.476025,7.92865
11.4124,50.0793,0.626859,10.2114
14.5003,53.6416,0.671367,9.0567
10.1057,40.7664,0.510254,7.44772
1.32613,37.6291,0.471255,9.30355
13.2806,18.6958,0.233729,4.9798
6.92103,68.1281,0.853069,15.4078
8.43107,37.6926,0.47182,9.76453
9.62169,39.0476,0.488758,11.6019
6.01113,107.161,1.34198,23.1555
0.716303,28.971,0.362839,8.68982
15.5167,48.8522,0.611349,10.1998
17.6656,45.1164,0.564494,8.98356
28.5166,35.9532,0.449373,8.29087
1.18093,34.6449,0.433885,8.45024
4.99476,40.019,0.501067,8.70517
12.061,29.0017,0.362844,99.8644
1.83916,50.8906,0.637337,73.2829
2.19731,55.8849,0.699862,9.66797
7.88901,40.9382,0.512484,8.40031
16.6589,82.3058,1.03033,21.915
0.580786,22.04,0.276026,5.03319
0.619505,53.4905,0.669926,9.20011
9.59265,139.491,1.74675,23.2597
6.7468,28.3338,0.354658,7.21477
1.22933,33.3878,0.418134,7.02477
13.1548,106.481,1.33321,19.5809
14.3454,37.2401,0.465955,7.87851
14.1228,57.0207,0.713763,27.0827
10.5219,54.0849,0.677062,13.9061
5.6433,45.7328,0.572604,8.3813
5.23675,9.98991,0.12496,5.68838
4.83988,85.4629,1.07025,20.117
10.338,33.2472,0.416075,6.85872
1.04541,30.2483,0.378818,6.04743
11.2672,82.5088,1.03303,14.0009
18.0431,56.0791,0.701811,17.766
9.35065,52.6534,0.659176,13.4268
3.83319,59.4798,0.744848,13.4022
4.45269,32.1593,0.402657,24.7853
12.4482,13.4131,0.167625,13.3711
4.53013,53.0451,0.664225,10.1705
2.26506,141.159,1.7679,27.5683
15.9523,28.4445,0.355752,9.9575
14.3454,5.33703,0.0663859,3.37117
49.783,51.5115,0.643551,11.1419
25.5255,37.1031,0.463898,14.5075
30.046,66.79,0.835543,12.0885
18.1689,35.8845,0.448886,18.4577
6.90167,36.6782,0.459157,8.75099
24.2285,44.7437,0.559618,11.1382
8.82795,47.7055,0.597213,10.4094
16.1265,64.8909,0.812238,21.8503
23.6767,130.718,1.63641,26.299
21.5859,35.8008,0.447692,7.01562
22.4667,109.96,1.37647,19.8267
7.91805,44.3554,0.555282,8.82123
5.80786,11.6856,0.146197,10.6603
12.9031,64.2185,0.803906,15.2344
5.85626,22.8438,0.285927,6.88406
8.98282,52.0599,0.651741,11.0756
7.61797,56.4533,0.70682,13.6719
10.9865,23.2406,0.290728,6.2421
13.0677,40.7629,0.510161,20.8293
21.1503,43.9473,0.549747,11.7226
0.0290393,31.2104,0.390898,5.74963
5.25611,117.73,1.47436,22.6298
13.8517,33.5432,0.419679,9.70536
8.19876,40.5966,0.5082,10.2764
29.0199,30.1719,0.376948,6.3412
2.90393,63.1588,0.790949,11.6464
31.3431,46.6912,0.583776,11.1119
4.99476,72.5985,0.909109,13.4476
3.32016,12.2687,0.153552,3.72758
8.57627,22.1393,0.27701,4.88738
5.29483,46.8267,0.586319,10.4922
12.7289,27.9005,0.349028,5.39156
6.17569,20.3962,0.255254,5.72289
12.1771,30.1013,0.376623,8.98498
9.64105,49.948,0.625278,12.6157
2.46834,7.24224,0.0906423,6.40878
9.43777,99.3376,1.24385,17.1408
7.93741,46.8134,0.586081,13.0731
28.0907,33.7225,0.421477,15.7254
5.74978,65.5064,0.820261,12.7936
8.51819,66.3275,0.830472,17.3538
5.56586,24.2048,0.302982,7.05633
13.7549,48.8411,0.611276,13.3727
17.1622,34.9546,0.437237,9.1159
4.17198,41.0983,0.514605,7.69508
2.95233,18.4994,0.2316,3.73672
6.46608,44.8761,0.561868,14.156
0.774381,11.1461,0.139648,23.2198
19.6015,43.4033,0.542972,8.15223
1.35517,67.5723,0.846271,11.2363
3.67831,30.2862,0.379204,11.6763
24.1897,65.078,0.814317,17.928
11.1704,66.7855,0.836101,11.9579
2.2941,27.5552,0.345063,12.4256
10.0186,60.4998,0.75741,10.3743
14.7132,31.703,0.396592,6.17714
5.5949,38.753,0.485188,7.66687
12.3223,82.173,1.02878,14.6659
15.9329,22.3561,0.279493,7.4615
10.7639,21.744,0.271991,5.97013
4.77212,47.9751,0.600794,30.372
6.65,45.8664,0.574249,10.5694
8.92474,23.6142,0.295471,5.07562
7.94709,33.6963,0.421842,45.4148
1.90691,39.0425,0.488953,12.7116
10.6768,74.5706,0.933628,14.539
6.87263,23.2088,0.290483,11.0681
2.11987,36.3776,0.455545,6.64699
5.39163,74.032,0.927046,12.5093
2.76841,50.3026,0.629951,13.909
15.0714,48.6331,0.608629,10.7169
3.77511,12.197,0.152654,6.25522
8.88602,11.6343,0.145433,4.8142
4.77212,60.0308,0.751708,11.1554
0.977656,54.0922,0.677465,14.0626
6.54352,23.4984,0.294097,5.73397
9.32161,17.8639,0.22344,5.46104
16.8428,38.4383,0.48088,8.60806
5.01412,60.5605,0.758337,11.117
9.0409,47.1126,0.589784,11.0167
11.364,57.1246,0.715094,9.90625
0.271033,18.6056,0.233032,8.50034
17.5397,40.9084,0.511818,15.69
11.2382,25.7999,0.322789,10.2191
0.290393,124.667,1.5614,21.421
6.7468,14.1033,0.176445,11.0135
13.271,31.616,0.395557,9.19745
12.6515,50.6738,0.634259,9.17045
14.539,55.6721,0.696803,11.2121
3.19432,12.4447,0.155764,3.96525
14.3841,60.505,0.757336,11.0435
7.08559,28.5925,0.357899,11.0041
3.3976,41.2116,0.516058,11.2147
12.9515,34.252,0.428578,7.6979
18.8271,89.4361,1.11954,18.1372
5.49811,17.6612,0.221022,4.22971
2.80713,25.4903,0.319171,7.10341
37.1122,68.6418,0.858518,16.0874
6.15633,35.7563,0.447653,12.0097
33.7727,25.9935,0.324458,4.1493
20.1629,69.8351,0.87401,14.2379
15.6135,38.7089,0.484307,8.13337
1.34549,31.7559,0.3977,8.92089
5.73042,42.6958,0.534576,11.5692
8.57627,63.9404,0.800546,10.5828
1.87787,18.6976,0.234131,10.2304
4.75276,12.3297,0.154282,5.50324
29.7846,25.135,0.313874,15.4165
4.05582,58.7417,0.735605,18.2069
0.745342,20.5209,0.256998,5.64671
3.29112,46.7396,0.585312,14.504
11.848,40.0234,0.500902,14.9676
13.9969,87.139,1.09094,18.7831
13.6001,53.8966,0.674597,10.5887
32.2336,95.9089,1.20021,25.7873
7.66637,39.3902,0.4931,8.01036
12.7579,36.1983,0.452991,17.4508
18.1012,85.6893,1.07272,39.1168
18.7594,15.3702,0.191895,3.40848
9.27321,68.9108,0.862793,15.1232
8.07292,25.9855,0.325199,6.57636
5.51747,30.411,0.380709,5.69082
0.387191,38.3966,0.480897,8.50532
21.1793,69.1299,0.865149,15.7156
13.6001,52.7065,0.659701,13.1538
13.1451,19.7962,0.247531,8.69113
8.41172,49.5507,0.620337,11.3572
16.0587,106.93,1.33873,19.4129
10.7833,26.3511,0.329695,7.18596
4.66565,66.3465,0.830826,15.067
5.60458,62.2911,0.77999,11.0544
22.5539,28.5097,0.356382,17.2901
4.26878,14.9264,0.186848,14.848
14.0066,31.2276,0.390675,10.1751
2.79745,39.7548,0.497819,6.59996
9.62169,52.1394,0.652726,12.1162
7.67605,45.5981,0.570884,20.0449
15.6812,30.4398,0.380744,7.32827
5.18835,32.2418,0.403669,11.5862
0.464629,29.6397,0.37122,8.1844
14.7229,55.1554,0.690333,14.8213
10.7445,60.3422,0.755411,9.96786
4.1139,46.1911,0.578419,15.5166
1.5294,29.7665,0.372764,5.78129
2.67161,45.3078,0.567385,10.4632
6.79519,23.5746,0.295045,5.18514
10.0379,50.2085,0.628533,15.2451
14.9649,68.4772,0.857178,19.0907
7.89869,39.834,0.498652,9.5587
13.8711,39.5888,0.495389,10.8247
19.5338,42.3737,0.530097,12.2724
10.822,58.4095,0.731261,27.0073
5.7401,89.9343,1.12623,21.9094
4.67533,27.9364,0.349776,15.4285
4.29782,73.7331,0.923351,16.3858
7.84061,124.787,1.56267,25.2495
5.19803,12.6602,0.158408,6.0034
6.17569,51.3574,0.643038,13.3639
3.37824,47.667,0.596917,13.5479
32.495,73.8947,0.924451,13.6159
16.3007,45.2287,0.565951,11.6746
11.7996,74.3738,0.931132,16.5354
6.17569,43.2061,0.540947,18.4073
9.84432,12.537,0.1567,2.83193
7.55022,49.2076,0.616071,11.0562
4.09454,94.5161,1.18365,21.3357
12.1384,42.9777,0.537894,10.9459
20.8599,52.5607,0.657655,17.7718
10.0573,56.4253,0.706422,22.311
13.784,22.6157,0.28281,5.80755
18.1786,30.6361,0.38313,9.91214
2.3909,20.7683,0.26005,7.67076
6.54352,77.5864,0.971532,18.1986
14.6648,28.9274,0.36183,8.59597
4.8302,88.1854,1.10433,15.3401
10.6768,63.8678,0.799587,14.4559
26.1934,44.9666,0.562351,11.4176
13.2903,33.1407,0.414643,7.30433
24.9641,71.1638,0.890508,28.6616
7.58894,77.9181,0.975649,14.6073
18.1496,25.1982,0.315015,8.66723
4.2591,23.8223,0.298226,4.52037
5.21739,120.426,1.50812,22.1888
9.43777,21.8746,0.273674,6.84394
36.0862,31.784,0.396912,7.19292
8.58595,89.7988,1.12454,50.9207
16.3782,37.7305,0.472047,12.5293
7.58894,48.2754,0.604383,8.99123
13.8324,58.6901,0.734655,20.3329
14.9165,75.8907,0.950039,18.9728
1.58748,43.3567,0.542974,7.99287
8.26652,35.7182,0.447097,8.83818
20.1242,25.1474,0.314343,14.7241
1.18093,67.2073,0.841724,16.54
9.10866,67.3731,0.84354,15.0347
13.4646,32.6323,0.408268,5.19487
8.53755,13.4303,0.167933,2.51421
18.9239,34.5548,0.43218,8.99907
8.18908,44.2439,0.553883,11.0932
7.65669,13.9856,0.174916,3.56283
3.1556,40.3394,0.505147,11.5898
18.469,116.593,1.45969,20.668
1.17125,93.1508,1.16665,17.8213
9.01186,36.6914,0.459252,6.11744
3.68799,34.8673,0.436579,6.51814
6.29185,11.1268,0.139392,69.222
9.09898,39.5882,0.495541,9.89731
11.9835,92.5401,1.15865,18.0177
4.80116,76.1887,0.954079,13.536
11.6835,13.2441,0.165498,3.20691
14.6068,65.7092,0.822501,10.6116
2.57482,38.0012,0.475896,14.258
1.93595,36.2778,0.454324,12.8819
4.7818,6.61956,0.0827709,7.53587
7.5115,61.3905,0.768671,17.0293
1.55844,12.4802,0.156263,3.43512
1.51004,18.1212,0.226921,7.03179
6.14665,60.3469,0.755621,11.1608
14.8778,44.1662,0.552688,10.1833
7.52118,51.7411,0.647793,10.1999
3.71703,50.52,0.632632,10.9603
17.0461,38.2476,0.478493,11.6879
6.28217,34.4159,0.430851,8.64109
21.9053,33.73,0.421774,14.833
10.58,35.8404,0.44858,16.571
5.06252,22.7766,0.285116,10.1757
15.2069,58.6123,0.733607,11.8772
12.9806,35.306,0.441827,22.1916
21.8182,8.92235,0.111062,8.1184
9.35065,32.9601,0.41251,7.22673
14.3454,84.367,1.0562,15.2414
10.0186,94.1667,1.17909,21.9357
10.5606,18.3214,0.229132,5.27884
6.26281,63.8096,0.799017,22.6885
3.88159,10.4365,0.130587,4.00138
4.02678,36.7014,0.459553,10.3822
10.0186,14.8628,0.185843,11.4628
8.73115,43.4299,0.543689,16.2852
14.8197,24.4112,0.305287,11.9538
7.74381,43.9648,0.550398,9.50099
7.85997,44.7818,0.560651,21.5276
22.6119,94.7322,1.18575,15.3501
3.23304,64.359,0.805971,12.822
7.06623,75.282,0.942674,19.7491
4.27846,62.0107,0.776547,17.4943
10.0089,29.1101,0.364268,5.63674
7.06623,27.7099,0.346825,5.647
18.2076,28.8989,0.361492,44.292
38.0221,67.822,0.848232,17.7376
14.3551,45.8284,0.573546,16.443
7.27918,61.7344,0.772987,16.4334
23.8703,53.5348,0.669742,13.6252
23.8509,27.8302,0.347791,6.70106
4.41397,37.7065,0.472127,9.75738
16.6589,52.1922,0.653155,11.3257
5.42067,24.286,0.304017,10.2193
3.04913,41.4578,0.519159,11.3939
4.55917,58.0721,0.72719,12.0716
16.1846,71.7768,0.898463,15.7902
1.64556,84.7828,1.06182,15.0098
9.63137,42.2245,0.528532,7.67557
1.82948,21.8471,0.273576,6.50989
9.97016,19.1424,0.239434,5.15799
8.78923,47.0022,0.588405,10.3602
2.54578,21.4494,0.268583,9.80619
22.8539,27.4914,0.343592,9.66106
2.72001,50.6864,0.634736,8.49881
15.023,27.1317,0.339339,10.466
3.72671,28.0957,0.351771,6.68581
20.1242,67.0341,0.838929,13.3428
13.1838,31.1853,0.390178,12.4107
8.52787,74.2308,0.92971,90.0416
3.19432,42.1986,0.528441,15.2586
9.34097,121.768,1.5248,23.4564
11.8868,39.528,0.494705,13.6605
8.19876,38.3191,0.479676,9.3125
9.52489,19.7795,0.247444,9.93815
2.47802,50.2509,0.629303,11.9918
6.59192,31.5142,0.394504,10.1594
10.9188,36.8783,0.461533,8.4614
1.86819,9.60417,0.120238,4.40739
10.9091,25.1134,0.314199,9.3233
11.0156,27.8224,0.348145,15.9139
5.75946,61.9704,0.775987,15.9341
7.67605,21.2555,0.265973,5.71244
9.31193,133.823,1.67577,22.6496
7.3179,25.2774,0.316351,5.37834
7.96645,64.8037,0.81138,12.2685
10.1831,43.4915,0.54442,17.5709
11.4124,54.6002,0.68348,10.7739
10.9672,88.1593,1.10382,19.9097
12.9031,36.4681,0.45636,15.2824
3.61055,63.0777,0.789905,11.2419
12.2062,46.3705,0.580378,9.05295
2.20699,79.5684,0.996508,18.1481
4.14294,52.7935,0.661093,11.4724
0.222635,59.0952,0.740138,10.2821
5.47875,38.2015,0.478298,13.4115
5.20771,13.217,0.165375,4.19991
6.92103,48.0409,0.601472,12.7366
11.3447,37.3537,0.467515,18.9341
9.60233,52.858,0.661731,14.4079
6.31121,20.4774,0.256291,11.5551
1.86819,28.7751,0.360345,7.55632
1.71332,38.4886,0.482,8.45609
14.297,35.9115,0.449324,9.43218
8.14068,37.0929,0.464328,12.2121
6.21441,53.3878,0.668459,9.02929
17.8108,67.2971,0.842294,12.7498
6.23377,9.10428,0.113828,3.10812
11.4415,41.3381,0.517374,8.79301
37.7898,18.8729,0.235151,7.60216
3.42664,53.8761,0.674667,9.68257
7.64701,34.4748,0.431563,13.6266
10.3573,31.1757,0.390132,7.17679
23.0475,51.6088,0.645655,16.3581
11.6351,72.605,0.908971,12.691
24.0058,88.4731,1.10734,21.6938
3.28144,19.6568,0.246096,6.38569
12.3707,121.458,1.52086,32.6802
21.6633,27.9344,0.349172,7.64307
1.6262,6.40303,0.08015,3.18062
3.73639,70.0855,0.877666,20.0905
14.1905,42.7238,0.534654,11.951
18.1205,45.8495,0.573656,7.73628
10.7833,48.6558,0.609049,9.21184
13.3774,69.105,0.86508,12.9925
7.91805,46.2734,0.579326,15.7492
25.4481,33.7186,0.421498,11.4418
4.88828,109.619,1.37277,19.2304
6.72744,35.7481,0.447521,8.76692
5.37227,65.2294,0.816799,12.0316
1.01638,53.3142,0.667711,10.3717
33.8017,52.9485,0.662061,9.93769
4.36557,29.6822,0.37163,9.47062
12.2449,32.6806,0.408927,14.1356
23.2121,22.7931,0.284737,8.97005
4.15262,39.0599,0.489081,9.09838
9.40873,16.5223,0.20664,5.76234
5.85626,107.045,1.34051,18.5179
31.527,39.1535,0.489361,7.97016
4.20102,47.9576,0.600526,12.0508
6.83391,51.3091,0.642402,8.15462
2.38122,53.8955,0.674944,9.87835
11.9642,30.4201,0.380657,19.4151
17.259,37.4321,0.468283,14.1006
8.53755,18.9872,0.237539,7.68768
17.772,30.3839,0.379979,8.17404
13.6194,41.8073,0.523179,7.39012
7.24046,57.4521,0.719343,30.6681
8.05356,11.5318,0.14417,2.27049
5.99177,28.8843,0.361598,13.9023
20.0371,26.977,0.337225,13.3986
11.2382,86.0099,1.07688,14.205
6.12729,46.8436,0.586554,23.6526
21.4697,38.9311,0.486907,9.59232
9.9508,28.1151,0.351825,10.9723
6.63064,8.09753,0.101205,2.31063
25.6611,130.873,1.63829,22.1778
7.21142,30.8996,0.386782,8.36223
4.43333,43.7692,0.548075,15.2094
0.851819,17.8956,0.224158,17.8384
5.58522,27.2365,0.340942,4.96736
3.50407,59.2385,0.741835,14.0256
7.68573,23.8845,0.298894,4.46092
11.8771,88.1701,1.10391,16.139
16.3685,50.9247,0.637276,9.62956
3.79447,77.8704,0.975174,14.21
8.373,28.7603,0.359938,4.90674
8.77955,41.719,0.522247,18.8692
1.50036,38.1567,0.477852,11.6651
1.5294,59.9486,0.750783,10.5112
0.696943,103.976,1.30224,17.5247
4.64629,49.2214,0.616343,13.306
5.57554,51.4931,0.644779,17.1865
20.5017,73.3989,0.918628,12.9508
19.4176,51.6517,0.646284,8.58442
16.3685,37.0024,0.462919,9.89619
5.5465,30.8999,0.386833,7.03672
3.87191,41.3289,0.517503,7.6117
13.271,30.7512,0.384744,14.0831
10.4348,22.9412,0.287026,18.297
13.4162,50.8428,0.636348,8.75468
5.25611,33.1001,0.414406,11.6894
3.51375,40.9754,0.513087,7.22773
7.85029,50.21,0.628626,14.7111
25.1867,102.74,1.28595,16.2175
8.60531,127.328,1.59445,20.7823
25.8256,75.8823,0.949558,17.3325
2.47802,10.3935,0.130131,12.3484
25.361,33.1423,0.414278,8.24247
7.73413,33.8182,0.423313,7.10436
7.65669,13.1379,0.164308,5.5211
8.131,9.28227,0.116021,9.74071
15.5651,50.0867,0.626815,9.65146
10.58,59.0871,0.739703,11.4333
9.55393,50.2108,0.628569,10.9967
13.3194,42.0978,0.526844,12.956
5.32387,31.4668,0.393948,8.60538
12.7095,94.309,1.18078,20.1007
5.14963,33.4479,0.418768,9.28369
5.73042,57.1576,0.715696,10.7463
9.71848,39.1705,0.490297,12.1408
3.14592,18.3512,0.22974,3.94318
2.71033,117.737,1.47454,23.6477
17.2977,49.1379,0.61487,8.12945
18.1205,22.4146,0.280149,5.85477
7.29854,40.8345,0.511221,13.2857
7.37598,218.838,2.74061,35.1951
8.45043,55.9051,0.69991,11.5445
6.78551,42.4199,0.531072,7.39349
3.99774,49.7067,0.622433,9.91316
11.2866,42.7119,0.534599,12.5769
14.3357,28.5662,0.357341,12.4907
9.07962,40.9832,0.513006,7.40415
3.3008,36.4737,0.456721,8.83878
8.06324,19.3409,0.241978,4.1939
2.5361,105.565,1.32209,21.6467
3.52343,38.2957,0.479531,8.57131
3.09752,32.8884,0.411814,7.39222
3.38792,57.1714,0.715946,12.8847
13.3194,28.458,0.355993,5.34662
9.9992,54.7196,0.685027,12.3862
3.26208,22.7129,0.284375,6.84062
16.0103,42.0603,0.526295,15.3431
3.98806,42.3599,0.530415,8.5616
3.67831,13.0503,0.163342,6.25806
10.7929,20.7516,0.259561,5.90585
9.0893,34.2022,0.428092,10.9704
11.848,38.0969,0.476771,9.14828
20.6857,164.687,2.06199,36.7153
3.64927,36.5871,0.458131,9.08547
12.4191,210.961,2.6418,42.7078
13.2903,18.6448,0.233089,3.93183
3.446,9.93506,0.124354,12.1546
6.77584,35.0732,0.439066,8.59192
2.52642,94.5194,1.18373,15.5404
1.723,27.709,0.346995,15.181
11.2188,29.6181,0.37059,5.02246
9.32161,89.9841,1.12674,22.2076
0.0677584,18.4024,0.230482,3.27933
11.6544,47.1413,0.59005,11.4042
16.2814,8.98393,0.112007,7.1227
1.92627,46.2525,0.57924,10.3119
19.0304,38.3768,0.480034,6.0627
10.7736,50.1283,0.627487,10.9207
1.18093,59.8951,0.750135,12.0738
13.3484,12.5416,0.156668,8.93331
2.4877,19.1872,0.240235,4.06484
13.7162,37.8716,0.473887,8.33831
6.95007,64.627,0.809199,10.9638
5.14963,50.3584,0.63056,10.3714
16.4169,25.0167,0.312803,9.42363
0.561426,68.3699,0.856287,14.1623
3.78479,23.568,0.295065,7.14211
13.1742,97.6626,1.22278,21.7705
13.0483,39.2125,0.490695,6.56846
7.69541,56.978,0.713393,13.8532
35.457,22.4575,0.280118,4.10537
12.4772,36.6777,0.458971,7.70609
9.34097,33.9102,0.424405,6.2744
9.21514,40.7648,0.510283,13.3798
0.0580786,62.9774,0.788765,10.7157
1.19061,13.4878,0.168897,3.97267
4.66565,27.6107,0.345666,5.69796
9.45713,50.8329,0.636358,10.0137
9.00218,74.134,0.928208,13.1856
17.7236,25.6646,0.320863,5.12085
8.0342,59.1632,0.740748,13.3519
1.08413,52.5457,0.658098,14.422
7.66637,116.117,1.45409,24.5027
6.44672,22.3652,0.279906,4.27814
33.9469,119.927,1.50093,19.105
15.9232,71.726,0.897857,21.673
19.2918,88.6883,1.11016,14.6498
8.51819,21.3327,0.266933,11.7922
7.06623,93.0573,1.16534,33.3911
12.6902,8.00914,0.099899,2.05079
1.74236,8.46154,0.105929,3.91018
17.985,21.6484,0.270557,5.77608
12.9902,35.7259,0.447045,11.6268
6.75648,95.745,1.19897,21.6096
23.1153,116.59,1.4595,21.2652
21.5375,22.699,0.283639,17.2399
4.43333,11.2582,0.140863,3.0576
1.5778,75.3879,0.944159,14.3901
17.743,6.79395,0.0845193,3.13853
6.29185,36.5824,0.45799,13.1777
4.40429,12.0536,0.150833,5.20126
6.24345,38.0794,0.476861,45.5403
10.2896,15.8729,0.198484,7.45908
6.95975,54.3611,0.680652,18.4385
3.46536,6.32237,0.0790791,2.9232
8.90538,38.0496,0.47629,13.6187
0.958297,19.6199,0.245714,8.28612
26.4838,28.3218,0.353858,5.93046
25.119,28.1088,0.351234,4.55099
5.32387,43.7794,0.548151,8.69861
7.56958,25.893,0.324054,5.17333
4.71405,33.5459,0.419996,5.71008
13.4355,37.863,0.473799,12.6477
1.29709,36.5065,0.457198,9.5192
1.87787,50.6178,0.633917,11.8704
17.0267,19.2558,0.240673,20.0768
2.66194,16.7095,0.209196,4.71937
9.15706,25.8304,0.323221,5.90937
4.05582,44.7937,0.560923,15.9896
13.9292,222.472,2.78593,36.9124
16.049,50.7693,0.635373,31.1062
14.8391,76.8986,0.962648,15.6496
21.3729,19.2348,0.240215,4.08204
