0.00317974,0.000142793,0.00568608,-0.000138956,0.0168298,-0.000996564,-5.77e-06,-5.6e-08,-1.32e-05,2.17e-08,-0.000443844,4.85e-07
0.000142793,0.000167611,-0.000252244,2.78e-05,0.000244376,3.92e-05,-2.81e-07,-9.52e-08,-1.47e-07,-5.7e-09,0.000115807,2.86e-08
0.00568608,-0.000252244,0.0281779,-0.000229373,0.0540436,-0.00497289,-9.37e-06,1.39e-07,-0.00010614,3.49e-08,-0.00158658,4.55e-06
-0.000138956,2.78e-05,-0.000229373,0.000123427,0.0224634,4.94e-05,2.47e-07,-1.02e-08,-7.97e-08,-3e-08,-0.000700668,-8.29e-09
0.0168298,0.000244376,0.0540436,0.0224634,25.3573,-0.00276576,-2.58e-05,-2.45e-06,-0.00010044,-5.18e-06,-0.886792,-6.28e-05
-0.000996564,3.92e-05,-0.00497289,4.94e-05,-0.00276576,0.00275027,1.62e-06,-2.21e-08,1.83e-05,-7.01e-09,0.000107571,-4.04e-06
-5.77e-06,-2.81e-07,-9.37e-06,2.47e-07,-2.58e-05,1.62e-06,1.14e-08,1.12e-10,2.16e-08,-4.3e-11,6.57e-07,-7.52e-10
-5.6e-08,-9.52e-08,1.39e-07,-1.02e-08,-2.45e-06,-2.21e-08,1.12e-10,6.27e-11,7.45e-11,1.93e-12,-1.74e-08,-1.18e-11
-1.32e-05,-1.47e-07,-0.00010614,-7.97e-08,-0.00010044,1.83e-05,2.16e-08,7.45e-11,4.9e-07,2.29e-11,2.01e-06,-2.15e-08
2.17e-08,-5.7e-09,3.49e-08,-3e-08,-5.18e-06,-7.01e-09,-4.3e-11,1.93e-12,2.29e-11,7.69e-12,1.6e-07,2.63e-13
-0.000443844,0.000115807,-0.00158658,-0.000700668,-0.886792,0.000107571,6.57e-07,-1.74e-08,2.01e-06,1.6e-07,0.035315,2.15e-06
4.85e-07,2.86e-08,4.55e-06,-8.29e-09,-6.28e-05,-4.04e-06,-7.52e-10,-1.18e-11,-2.15e-08,2.63e-13,2.15e-06,7.27e-09
