1.817465,0.008399294,1.919747,-1.047964,0.03649341,-1.236515,-0.002209018,-1.83E-06,-0.0002377035,0.0001131145,-0.0001126964,0.000141656
0.008399294,0.0001109528,0.00647808,-0.003510612,0.0001405651,-0.004153136,-1.61E-05,-2.86E-08,-8.65E-07,3.79E-07,-4.31E-07,4.78E-07
1.919747,0.00647808,3.09305,-1.692988,0.05269822,-1.989024,0.0005547885,-1.29E-06,-0.0003685585,0.0001937244,-0.0001631282,0.0002242386
-1.047964,-0.003510612,-1.692988,0.9277446,-0.02803489,1.089786,-0.0003216118,6.98E-07,0.0001980858,-0.0001059684,8.70E-05,-0.0001227584
0.03649341,0.0001405651,0.05269822,-0.02803489,0.006011826,-0.0340862,4.06E-06,-2.92E-08,-5.24E-06,1.78E-06,-2.12E-05,3.28E-06
-1.236515,-0.004153136,-1.989024,1.089786,-0.0340862,1.285415,-0.0003666802,8.24E-07,0.0002310112,-0.0001232962,0.0001060438,-0.0001538858
-0.002209018,-1.61E-05,0.0005547885,-0.0003216118,4.06E-06,-0.0003666802,1.14E-05,3.79E-09,4.83E-08,3.49E-08,-1.24E-08,2.09E-08
-1.83E-06,-2.86E-08,-1.29E-06,6.98E-07,-2.92E-08,8.24E-07,3.79E-09,7.81E-12,1.76E-10,-7.61E-11,8.79E-11,-9.44E-11
-0.0002377035,-8.65E-07,-0.0003685585,0.0001980858,-5.24E-06,0.0002310112,4.83E-08,1.76E-10,6.82E-08,-2.89E-08,1.61E-08,-2.89E-08
0.0001131145,3.79E-07,0.0001937244,-0.0001059684,1.78E-06,-0.0001232962,3.49E-08,-7.61E-11,-2.89E-08,1.50E-08,-5.74E-09,1.49E-08
-0.0001126964,-4.31E-07,-0.0001631282,8.70E-05,-2.12E-05,0.0001060438,-1.24E-08,8.79E-11,1.61E-08,-5.74E-09,8.95E-08,-1.12E-08
0.000141656,4.78E-07,0.0002242386,-0.0001227584,3.28E-06,-0.0001538858,2.09E-08,-9.44E-11,-2.89E-08,1.49E-08,-1.12E-08,3.93E-08
